,airport,timezone
7099,SSZ,America/Sao_Paulo
7100,STA,Europe/Copenhagen
7101,STB,America/Caracas
7102,STC,America/Chicago
7103,STD,America/Caracas
7104,STE,America/Chicago
7105,STF,Australia/Brisbane
7106,STG,America/Adak
7107,STH,Australia/Brisbane
7108,STI,America/Santo_Domingo
7109,STJ,America/Chicago
7110,STK,America/Denver
7111,STL,America/Chicago
7112,STM,America/Manaus
7113,STN,Europe/London
7114,STO,Europe/Stockholm
7115,STP,America/Chicago
7116,STQ,America/New_York
7117,STR,Europe/Berlin
7118,STS,America/Los_Angeles
7119,STT,America/St_Thomas
7120,STV,Asia/Kolkata
7121,STW,Europe/Moscow
7122,STX,America/St_Thomas
7123,STY,America/Montevideo
7124,STZ,America/Cuiaba
7125,SUA,America/New_York
7126,SUB,Asia/Jakarta
7127,SUD,America/Chicago
7128,SUE,America/Chicago
7129,SUF,Europe/Rome
7130,SUG,Asia/Manila
7131,SUH,Asia/Muscat
7132,SUI,Asia/Tbilisi
7133,SUJ,Europe/Bucharest
7134,SUK,Asia/Yakutsk
7135,SUL,Asia/Karachi
7136,SUM,America/New_York
7137,SUN,America/Boise
7138,SUO,America/Los_Angeles
7139,SUP,Asia/Jakarta
7140,SUQ,America/Guayaquil
7141,SUR,America/Toronto
7142,SUS,America/Chicago
7143,SUT,Africa/Dar_es_Salaam
7144,SUU,America/Los_Angeles
7145,SUV,Pacific/Fiji
7146,SUW,America/Chicago
7147,SUX,America/Chicago
7148,SUY,Asia/Yakutsk
7149,SUZ,Pacific/Port_Moresby
7150,SVA,America/Nome
7151,SVB,Indian/Antananarivo
7152,SVC,America/Denver
7153,SVD,America/St_Vincent
7154,SVE,America/Los_Angeles
7155,SVF,Africa/Porto-Novo
7156,SVG,Europe/Oslo
7157,SVH,America/New_York
7158,SVI,America/Bogota
7159,SVJ,Europe/Oslo
7160,SVK,America/Belize
7161,SVL,Europe/Helsinki
7162,SVM,Australia/Brisbane
7163,SVN,America/New_York
7164,SVO,Europe/Moscow
7165,SVP,Africa/Luanda
7166,SVQ,Europe/Madrid
7167,SVS,America/Anchorage
7168,SVT,Africa/Gaborone
7169,SVU,Pacific/Fiji
7170,SVV,America/Caracas
7171,SVW,America/Anchorage
7172,SVX,Asia/Yekaterinburg
7173,SVY,Pacific/Guadalcanal
7174,SVZ,America/Caracas
7175,SWA,Asia/Shanghai
7176,SWB,Australia/Perth
7177,SWC,Australia/Melbourne
7178,SWD,America/Anchorage
7179,SWE,Pacific/Port_Moresby
7180,SWF,America/New_York
7181,SWG,Pacific/Port_Moresby
7182,SWH,Australia/Melbourne
7183,SWJ,Pacific/Efate
7184,SWL,Asia/Manila
7185,SWM,America/Cuiaba
7186,SWN,Asia/Karachi
7187,SWO,America/Chicago
7188,SWP,Africa/Windhoek
7189,SWQ,Asia/Makassar
7190,SWR,Pacific/Port_Moresby
7191,SWS,Europe/London
7192,SWT,Asia/Tomsk
7193,SWU,Asia/Seoul
7194,SWV,Asia/Magadan
7195,SWW,America/Chicago
7196,SWX,Africa/Gaborone
7197,SWY,Asia/Kuala_Lumpur
7198,SXA,Pacific/Port_Moresby
7199,SXB,Europe/Paris
7200,SXE,Australia/Melbourne
7201,SXF,Europe/Berlin
7202,SXG,Africa/Lusaka
7203,SXH,Pacific/Port_Moresby
7204,SXI,Asia/Tehran
7205,SXJ,Asia/Urumqi
7206,SXK,Asia/Jayapura
7207,SXL,Europe/Dublin
7208,SXM,America/Lower_Princes
7209,SXN,Africa/Gaborone
7210,SXO,America/Cuiaba
7211,SXP,America/Nome
7212,SXQ,America/Anchorage
7213,SXR,Asia/Kolkata
7214,SXS,Asia/Kuching
7215,SXT,Asia/Kuala_Lumpur
7216,SXU,Africa/Addis_Ababa
7217,SXV,Asia/Kolkata
7218,SXW,Pacific/Port_Moresby
7219,SXX,America/Santarem
7220,SXY,America/New_York
7221,SXZ,Europe/Istanbul
7222,SYA,America/Adak
7223,SYB,America/Anchorage
7224,SYC,America/Lima
7225,SYD,Australia/Sydney
7226,SYE,Asia/Aden
7227,SYF,America/Vancouver
7228,SYH,Asia/Kathmandu
7229,SYI,America/Chicago
7230,SYJ,Asia/Tehran
7231,SYK,Atlantic/Reykjavik
7232,SYM,Asia/Shanghai
7233,SYN,America/Chicago
7234,SYO,Asia/Tokyo
7235,SYP,America/Panama
7236,SYQ,America/Costa_Rica
7237,SYR,America/New_York
7238,SYS,Asia/Yakutsk
7239,SYT,Europe/Paris
7240,SYU,Australia/Brisbane
7241,SYV,America/New_York
7242,SYW,Asia/Karachi
7243,SYX,Asia/Shanghai
7244,SYY,Europe/London
7245,SYZ,Asia/Tehran
7246,SZA,Africa/Luanda
7247,SZB,Asia/Kuala_Lumpur
7248,SZE,Africa/Addis_Ababa
7249,SZF,Europe/Istanbul
7250,SZG,Europe/Vienna
7251,SZI,Asia/Almaty
7252,SZJ,America/Havana
7253,SZK,Africa/Johannesburg
7254,SZL,America/Chicago
7255,SZM,Africa/Windhoek
7256,SZN,America/Los_Angeles
7257,SZP,America/Los_Angeles
7258,SZR,Europe/Sofia
7259,SZS,Pacific/Auckland
7260,SZU,Africa/Bamako
7261,SZV,Asia/Shanghai
7262,SZW,Europe/Berlin
7263,SZX,Asia/Shanghai
7264,SZY,Europe/Warsaw
7265,SZZ,Europe/Warsaw
7266,TAA,Pacific/Guadalcanal
7267,TAB,America/Port_of_Spain
7268,TAC,Asia/Manila
7269,TAD,America/Denver
7270,TAE,Asia/Seoul
7271,TAF,Africa/Algiers
7272,TAG,Asia/Manila
7273,TAH,Pacific/Efate
7274,TAI,Asia/Aden
7275,TAJ,Pacific/Port_Moresby
7276,TAK,Asia/Tokyo
7277,TAL,America/Anchorage
7278,TAM,America/Monterrey
7279,TAN,Australia/Brisbane
7280,TAO,Asia/Shanghai
7281,TAP,America/Merida
7282,TAQ,Australia/Adelaide
7283,TAR,Europe/Rome
7284,TAS,Asia/Tashkent
7285,TAT,Europe/Bratislava
7286,TAU,America/Bogota
7287,TAV,Pacific/Pago_Pago
7288,TAW,America/Montevideo
7289,TAX,Asia/Jayapura
7290,TAY,Europe/Tallinn
7291,TAZ,Asia/Ashgabat
7292,TBA,Pacific/Port_Moresby
7293,TBB,Asia/Ho_Chi_Minh
7294,TBC,America/Denver
7295,TBD,America/Bogota
7296,TBE,Pacific/Port_Moresby
7297,TBF,Pacific/Tarawa
7298,TBG,Pacific/Port_Moresby
7299,TBH,Asia/Manila
7300,TBI,America/Nassau
7301,TBJ,Africa/Tunis
7302,TBK,Australia/Darwin
7303,TBL,Australia/Perth
7304,TBM,Asia/Pontianak
7305,TBN,America/Chicago
7306,TBO,Africa/Dar_es_Salaam
7307,TBP,America/Lima
7308,TBQ,Pacific/Port_Moresby
7309,TBR,America/New_York
7310,TBS,Asia/Tbilisi
7311,TBT,America/Porto_Velho
7312,TBU,Pacific/Tongatapu
7313,TBV,Pacific/Majuro
7314,TBW,Europe/Moscow
7315,TBY,Africa/Gaborone
7316,TBZ,Asia/Tehran
7317,TCA,Australia/Darwin
7318,TCB,America/Nassau
7319,TCC,America/Denver
7320,TCD,America/Bogota
7321,TCE,Europe/Bucharest
7322,TCF,America/Tegucigalpa
7323,TCG,Asia/Urumqi
7324,TCH,Africa/Libreville
7325,TCI,Atlantic/Canary
7326,TCJ,Pacific/Port_Moresby
7327,TCK,Pacific/Port_Moresby
7328,TCL,America/Chicago
7329,TCM,America/Los_Angeles
7330,TCN,America/Mexico_City
7331,TCO,America/Bogota
7332,TCP,Africa/Cairo
7333,TCQ,America/Lima
7334,TCR,Asia/Kolkata
7335,TCS,America/Denver
7336,TCT,America/Anchorage
7337,TCU,Africa/Johannesburg
7338,TCW,Australia/Sydney
7339,TCX,Asia/Tehran
7340,TCY,Africa/Windhoek
7341,TCZ,Asia/Shanghai
7342,TDA,America/Bogota
7343,TDB,Pacific/Port_Moresby
7344,TDD,America/La_Paz
7345,TDG,Asia/Manila
7346,TDJ,Africa/Djibouti
7347,TDK,Asia/Almaty
7348,TDL,America/Argentina/Buenos_Aires
7349,TDN,Australia/Perth
7350,TDO,America/Los_Angeles
7351,TDP,America/Lima
7352,TDR,Australia/Brisbane
7353,TDS,Pacific/Port_Moresby
7354,TDT,Africa/Johannesburg
7355,TDV,Indian/Antananarivo
7356,TDW,America/Chicago
7357,TDX,Asia/Bangkok
7358,TDZ,America/New_York
7359,TEA,America/Tegucigalpa
7360,TEB,America/New_York
7361,TEC,America/Sao_Paulo
7362,TED,Europe/Copenhagen
7363,TEE,Africa/Algiers
7364,TEF,Australia/Perth
7365,TEG,Africa/Ouagadougou
7366,TEH,America/Anchorage
7367,TEI,Asia/Kolkata
7368,TEK,America/Anchorage
7369,TEL,Asia/Kuching
7370,TEM,Australia/Sydney
7371,TEN,Asia/Shanghai
7372,TEO,Pacific/Port_Moresby
7373,TEP,Pacific/Port_Moresby
7374,TEQ,Europe/Istanbul
7375,TER,Atlantic/Azores
7376,TES,Africa/Asmara
7377,TET,Africa/Maputo
7378,TEU,Pacific/Auckland
7379,TEV,Europe/Madrid
7380,TEX,America/Denver
7381,TEY,Atlantic/Reykjavik
7382,TEZ,Asia/Kolkata
7383,TFB,Pacific/Port_Moresby
7384,TFF,America/Manaus
7385,TFI,Pacific/Port_Moresby
7386,TFL,America/Sao_Paulo
7387,TFM,Pacific/Port_Moresby
7388,TFN,Atlantic/Canary
7389,TFR,Africa/Cairo
7390,TFS,Atlantic/Canary
7391,TFT,Asia/Karachi
7392,TFY,Asia/Jakarta
7393,TGA,Asia/Singapore
7394,TGB,Asia/Manila
7395,TGC,Asia/Kuching
7396,TGD,Europe/Podgorica
7397,TGE,America/Chicago
7398,TGG,Asia/Kuala_Lumpur
7399,TGH,Pacific/Efate
7400,TGI,America/Lima
7401,TGJ,Pacific/Noumea
7402,TGK,Europe/Moscow
7403,TGL,Pacific/Port_Moresby
7404,TGM,Europe/Bucharest
7405,TGN,Australia/Melbourne
7406,TGO,Asia/Shanghai
7407,TGP,Asia/Krasnoyarsk
7408,TGQ,America/Cuiaba
7409,TGR,Africa/Algiers
7410,TGS,Africa/Maputo
7411,TGT,Africa/Dar_es_Salaam
7412,TGU,America/Tegucigalpa
7413,TGV,Europe/Sofia
7414,TGZ,America/Mexico_City
7415,THA,America/Chicago
7416,THB,Africa/Maseru
7417,THC,Africa/Monrovia
7418,THD,Asia/Ho_Chi_Minh
7419,THE,America/Fortaleza
7420,THG,Australia/Brisbane
7421,THH,Pacific/Auckland
7422,THI,Africa/Nouakchott
7423,THK,Asia/Vientiane
7424,THL,Asia/Yangon
7425,THM,America/Denver
7426,THN,Europe/Stockholm
7427,THO,Atlantic/Reykjavik
7428,THP,America/Denver
7429,THQ,Asia/Shanghai
7430,THR,Asia/Tehran
7431,THS,Asia/Bangkok
7432,THT,Africa/Nouakchott
7433,THU,America/Thule
7434,THV,America/New_York
7435,THW,Asia/Colombo
7436,THX,Asia/Krasnoyarsk
7437,THY,Africa/Johannesburg
7438,THZ,Africa/Niamey
7439,TIA,Europe/Tirane
7440,TIB,America/Bogota
7441,TIC,Pacific/Majuro
7442,TID,Africa/Algiers
7443,TIE,Africa/Addis_Ababa
7444,TIF,Asia/Riyadh
7445,TIG,Pacific/Port_Moresby
7446,TIH,Pacific/Tahiti
7447,TII,Asia/Kabul
7448,TIJ,America/Tijuana
7449,TIK,America/Chicago
7450,TIL,America/Edmonton
7451,TIM,Asia/Jayapura
7452,TIN,Africa/Algiers
7453,TIO,Asia/Yangon
7454,TIP,Africa/Tripoli
7455,TIQ,Pacific/Saipan
7456,TIR,Asia/Kolkata
7457,TIU,Pacific/Auckland
7458,TIV,Europe/Podgorica
7459,TIW,America/Los_Angeles
7460,TIX,America/New_York
7461,TIY,Africa/Nouakchott
7462,TIZ,Pacific/Port_Moresby
7463,TJA,America/La_Paz
7464,TJB,Asia/Jakarta
7465,TJC,America/Panama
7466,TJG,Asia/Jakarta
7467,TJH,Asia/Tokyo
7468,TJI,America/Tegucigalpa
7469,TJK,Europe/Istanbul
7470,TJL,America/Campo_Grande
7471,TJM,Asia/Yekaterinburg
7472,TJN,Pacific/Tahiti
7473,TJQ,Asia/Jakarta
7474,TJS,Asia/Makassar
7475,TJU,Asia/Dushanbe
7476,TJV,Asia/Kolkata
7477,TKA,America/Anchorage
7478,TKB,Pacific/Port_Moresby
7479,TKC,Africa/Douala
7480,TKD,Africa/Accra
7481,TKE,America/Juneau
7482,TKF,America/Los_Angeles
7483,TKG,Asia/Jakarta
7484,TKH,Asia/Bangkok
7485,TKI,America/Metlakatla
7486,TKJ,America/Anchorage
7487,TKK,Pacific/Chuuk
7488,TKL,America/Juneau
7489,TKN,Asia/Tokyo
7490,TKO,Africa/Maseru
7491,TKP,Pacific/Tahiti
7492,TKQ,Africa/Dar_es_Salaam
7493,TKR,Asia/Dhaka
7494,TKS,Asia/Tokyo
7495,TKT,Asia/Bangkok
7496,TKU,Europe/Helsinki
7497,TKV,Pacific/Tahiti
7498,TKW,Pacific/Port_Moresby
7499,TKX,Pacific/Tahiti
7500,TKY,Australia/Perth
7501,TKZ,Pacific/Auckland
7502,TLA,America/Nome
7503,TLB,Asia/Karachi
7504,TLC,America/Mexico_City
7505,TLD,Africa/Gaborone
7506,TLE,Indian/Antananarivo
7507,TLF,America/Anchorage
7508,TLG,Pacific/Guadalcanal
7509,TLH,America/New_York
7510,TLI,Asia/Makassar
7511,TLJ,America/Anchorage
7512,TLK,Asia/Yakutsk
7513,TLL,Europe/Tallinn
7514,TLM,Africa/Algiers
7515,TLN,Europe/Paris
7516,TLO,Pacific/Port_Moresby
7517,TLP,Pacific/Port_Moresby
7518,TLQ,Asia/Urumqi
7519,TLR,America/Los_Angeles
7520,TLS,Europe/Paris
7521,TLT,America/Anchorage
7522,TLU,America/Bogota
7523,TLV,Asia/Jerusalem
7524,TLW,Pacific/Port_Moresby
7525,TLX,America/Santiago
7526,TLY,Asia/Vladivostok
7527,TLZ,America/Sao_Paulo
7528,TMA,America/New_York
7529,TMB,America/New_York
7530,TMC,Asia/Makassar
7531,TMD,Africa/Nouakchott
7532,TME,America/Bogota
7533,TMF,Indian/Maldives
7534,TMG,Asia/Kuching
7535,TMH,Asia/Jayapura
7536,TMI,Asia/Kathmandu
7537,TMJ,Asia/Samarkand
7538,TMK,Asia/Ho_Chi_Minh
7539,TML,Africa/Accra
7540,TMM,Indian/Antananarivo
7541,TMN,Pacific/Tarawa
7542,TMO,America/Caracas
7543,TMP,Europe/Helsinki
7544,TMQ,Africa/Ouagadougou
7545,TMR,Africa/Algiers
7546,TMS,Africa/Sao_Tome
7547,TMT,America/Santarem
7548,TMU,America/Costa_Rica
7549,TMW,Australia/Sydney
7550,TMX,Africa/Algiers
7551,TMY,Asia/Jayapura
7552,TMZ,Pacific/Auckland
7553,TNA,Asia/Shanghai
7554,TNB,Asia/Makassar
7555,TNC,America/Nome
7556,TND,America/Havana
7557,TNE,Asia/Tokyo
7558,TNF,Europe/Paris
7559,TNG,Africa/Casablanca
7560,TNH,Asia/Shanghai
7561,TNI,Asia/Kolkata
7562,TNJ,Asia/Pontianak
7563,TNK,America/Nome
7564,TNL,Europe/Uzhgorod
7565,TNM,Antarctica/Palmer
7566,TNN,Asia/Taipei
7567,TNO,America/Costa_Rica
7568,TNP,America/Los_Angeles
7569,TNQ,Pacific/Kiritimati
7570,TNR,Indian/Antananarivo
7571,TNS,America/Yellowknife
7572,TNT,America/New_York
7573,TNU,America/Chicago
7574,TNV,Pacific/Kiritimati
7575,TNW,America/Guayaquil
7576,TNX,Asia/Phnom_Penh
7577,TNZ,Asia/Hovd
7578,TOA,America/Los_Angeles
7579,TOB,Africa/Tripoli
7580,TOC,America/New_York
7581,TOD,Asia/Kuala_Lumpur
7582,TOE,Africa/Tunis
7583,TOF,Asia/Tomsk
7584,TOG,America/Anchorage
7585,TOH,Pacific/Efate
7586,TOI,America/Chicago
7587,TOJ,Europe/Madrid
7588,TOK,Pacific/Port_Moresby
7589,TOL,America/New_York
7590,TOM,Africa/Bamako
7591,TON,Pacific/Bougainville
7592,TOO,America/Costa_Rica
7593,TOP,America/Chicago
7594,TOQ,America/Santiago
7595,TOR,America/Denver
7596,TOS,Europe/Oslo
7597,TOT,America/Paramaribo
7598,TOU,Pacific/Noumea
7599,TOV,America/Tortola
7600,TOW,America/Sao_Paulo
7601,TOX,Asia/Yekaterinburg
7602,TOY,Asia/Tokyo
7603,TOZ,Africa/Abidjan
7604,TPA,America/New_York
7605,TPC,America/Guayaquil
7606,TPE,Asia/Taipei
7607,TPF,America/New_York
7608,TPG,Asia/Kuala_Lumpur
7609,TPH,America/Los_Angeles
7610,TPI,Pacific/Port_Moresby
7611,TPJ,Asia/Kathmandu
7612,TPK,Asia/Jakarta
7613,TPL,America/Chicago
7614,TPN,America/Guayaquil
7615,TPP,America/Lima
7616,TPQ,America/Mazatlan
7617,TPR,Australia/Perth
7618,TPS,Europe/Rome
7619,TPT,Africa/Monrovia
7620,TPU,Asia/Kathmandu
7621,TPX,Pacific/Tahiti
7622,TQD,Asia/Baghdad
7623,TQL,Asia/Yekaterinburg
7624,TQN,Asia/Kabul
7625,TQP,Australia/Brisbane
7626,TQQ,Asia/Makassar
7627,TQS,America/Bogota
7628,TRA,Asia/Tokyo
7629,TRB,America/Bogota
7630,TRC,America/Monterrey
7631,TRD,Europe/Oslo
7632,TRE,Europe/London
7633,TRF,Europe/Oslo
7634,TRG,Pacific/Auckland
7635,TRH,America/Los_Angeles
7636,TRI,America/New_York
7637,TRJ,Pacific/Port_Moresby
7638,TRK,Asia/Makassar
7639,TRL,America/Chicago
7640,TRM,America/Los_Angeles
7641,TRN,Europe/Rome
7642,TRO,Australia/Sydney
7643,TRQ,America/Eirunepe
7644,TRR,Asia/Colombo
7645,TRS,Europe/Rome
7646,TRU,America/Lima
7647,TRV,Asia/Kolkata
7648,TRW,Pacific/Tarawa
7649,TRX,America/Chicago
7650,TRY,Africa/Kampala
7651,TRZ,Asia/Kolkata
7652,TSA,Asia/Taipei
7653,TSB,Africa/Windhoek
7654,TSC,America/Guayaquil
7655,TSD,Africa/Johannesburg
7656,TSE,Asia/Almaty
7657,TSF,Europe/Rome
7658,TSG,America/Anchorage
7659,TSH,Africa/Lubumbashi
7660,TSI,Pacific/Port_Moresby
7661,TSJ,Asia/Tokyo
7662,TSK,Pacific/Port_Moresby
7663,TSL,America/Mexico_City
7664,TSM,America/Denver
7665,TSN,Asia/Shanghai
7666,TSP,America/Los_Angeles
7667,TSQ,America/Sao_Paulo
7668,TSR,Europe/Bucharest
7669,TST,Asia/Bangkok
7670,TSU,Pacific/Tarawa
7671,TSV,Australia/Brisbane
7672,TSW,Pacific/Port_Moresby
7673,TSX,Asia/Makassar
7674,TSY,Asia/Jakarta
7675,TSZ,Asia/Ulaanbaatar
7676,TTA,Africa/Casablanca
7677,TTB,Europe/Rome
7678,TTC,America/Santiago
7679,TTD,America/Los_Angeles
7680,TTE,Asia/Jayapura
7681,TTG,America/Argentina/Salta
7682,TTH,Asia/Muscat
7683,TTI,Pacific/Tahiti
7684,TTJ,Asia/Tokyo
7685,TTL,Pacific/Fiji
7686,TTM,America/Bogota
7687,TTN,America/New_York
7688,TTO,America/Chicago
7689,TTQ,America/Costa_Rica
7690,TTR,Asia/Makassar
7691,TTS,Indian/Antananarivo
7692,TTT,Asia/Taipei
7693,TTU,Africa/Casablanca
7694,TTW,Asia/Colombo
7695,TTX,Australia/Perth
7696,TUA,America/Guayaquil
7697,TUB,Pacific/Tahiti
7698,TUC,America/Argentina/Tucuman
7699,TUD,Africa/Dakar
7700,TUF,Europe/Paris
7701,TUG,Asia/Manila
7702,TUI,Asia/Riyadh
7703,TUJ,Africa/Addis_Ababa
7704,TUK,Asia/Karachi
7705,TUL,America/Chicago
7706,TUM,Australia/Sydney
7707,TUN,Africa/Tunis
7708,TUO,Pacific/Auckland
7709,TUP,America/Chicago
7710,TUQ,Africa/Ouagadougou
7711,TUR,America/Belem
7712,TUS,America/Phoenix
7713,TUT,Pacific/Port_Moresby
7714,TUU,Asia/Riyadh
7715,TUV,America/Caracas
7716,TUW,America/Panama
7717,TUX,America/Dawson_Creek
7718,TUY,America/Cancun
7719,TUZ,America/Santarem
7720,TVA,Indian/Antananarivo
7721,TVC,America/Detroit
7722,TVF,America/Chicago
7723,TVI,America/New_York
7724,TVL,America/Los_Angeles
7725,TVS,Asia/Shanghai
7726,TVU,Pacific/Fiji
7727,TVY,Asia/Yangon
7728,TWA,America/Anchorage
7729,TWB,Australia/Brisbane
7730,TWC,Asia/Shanghai
7731,TWD,America/Los_Angeles
7732,TWE,America/Nome
7733,TWF,America/Boise
7734,TWN,Australia/Brisbane
7735,TWP,Australia/Brisbane
7736,TWT,Asia/Manila
7737,TWU,Asia/Kuching
7738,TWY,Pacific/Port_Moresby
7739,TWZ,Pacific/Auckland
7740,TXE,Asia/Jakarta
7741,TXF,America/Bahia
7742,TXK,America/Chicago
7743,TXL,Europe/Berlin
7744,TXM,Asia/Jayapura
7745,TXN,Asia/Shanghai
7746,TXR,Australia/Brisbane
7747,TXU,Africa/Abidjan
7748,TYA,Europe/Moscow
7749,TYB,Australia/Sydney
7750,TYD,Asia/Yakutsk
7751,TYE,America/Anchorage
7752,TYF,Europe/Stockholm
7753,TYG,Australia/Brisbane
7754,TYL,America/Lima
7755,TYM,America/Nassau
7756,TYN,Asia/Shanghai
7757,TYO,Asia/Tokyo
7758,TYP,Australia/Darwin
7759,TYR,America/Chicago
7760,TYS,America/New_York
7761,TYT,America/Montevideo
7762,TYZ,America/Phoenix
7763,TZA,America/Belize
7764,TZC,America/Detroit
7765,TZL,Europe/Sarajevo
7766,TZM,America/Merida
7767,TZN,America/Nassau
7768,TZO,Indian/Antananarivo
7769,TZX,Europe/Istanbul
7770,UAB,Europe/Istanbul
7771,UAC,America/Hermosillo
7772,UAE,Pacific/Port_Moresby
7773,UAH,Pacific/Marquesas
7774,UAI,Asia/Dili
7775,UAK,America/Godthab
7776,UAL,Africa/Luanda
7777,UAM,Pacific/Guam
7778,UAP,Pacific/Marquesas
7779,UAQ,America/Argentina/San_Juan
7780,UAR,Africa/Casablanca
7781,UAS,Africa/Nairobi
7782,UAX,America/Guatemala
7783,UBA,America/Sao_Paulo
7784,UBB,Australia/Brisbane
7785,UBI,Pacific/Bougainville
7786,UBJ,Asia/Tokyo
7787,UBN,Asia/Ulaanbaatar
7788,UBP,Asia/Bangkok
7789,UBR,Asia/Jayapura
7790,UBS,America/Chicago
7791,UBT,America/Sao_Paulo
7792,UBU,Australia/Perth
7793,UCB,Asia/Shanghai
7794,UCC,America/Los_Angeles
7795,UCE,America/Chicago
7796,UCK,Europe/Uzhgorod
7797,UCN,Africa/Monrovia
7798,UCT,Europe/Moscow
7799,UCY,America/Chicago
7800,UDA,Australia/Brisbane
7801,UDD,America/Los_Angeles
7802,UDE,Europe/Amsterdam
7803,UDI,America/Sao_Paulo
7804,UDJ,Europe/Uzhgorod
7805,UDN,Europe/Rome
7806,UDR,Asia/Kolkata
7807,UEE,Australia/Hobart
7808,UEL,Africa/Maputo
7809,UEN,Asia/Yekaterinburg
7810,UEO,Asia/Tokyo
7811,UES,America/Chicago
7812,UET,Asia/Karachi
7813,UFA,Asia/Yekaterinburg
7814,UGA,Asia/Ulaanbaatar
7815,UGB,America/Anchorage
7816,UGC,Asia/Samarkand
7817,UGI,America/Anchorage
7818,UGN,America/Chicago
7819,UGO,Africa/Luanda
7820,UGS,America/Anchorage
7821,UGT,Asia/Ulaanbaatar
7822,UGU,Asia/Jayapura
7823,UHE,Europe/Prague
7824,UIB,America/Bogota
7825,UIH,Asia/Ho_Chi_Minh
7826,UII,America/Tegucigalpa
7827,UIK,Asia/Irkutsk
7828,UIL,America/Los_Angeles
7829,UIN,America/Chicago
7830,UIO,America/Guayaquil
7831,UIP,Europe/Paris
7832,UIQ,Pacific/Efate
7833,UIR,Australia/Sydney
7834,UIT,Pacific/Majuro
7835,UJE,Pacific/Kwajalein
7836,UJN,Asia/Seoul
7837,UJU,Asia/Pyongyang
7838,UKA,Africa/Nairobi
7839,UKB,Asia/Tokyo
7840,UKG,Asia/Vladivostok
7841,UKH,Asia/Muscat
7842,UKI,America/Los_Angeles
7843,UKK,Asia/Almaty
7844,UKN,America/Chicago
7845,UKR,Asia/Aden
7846,UKS,Europe/Simferopol
7847,UKT,America/New_York
7848,UKU,Pacific/Port_Moresby
7849,UKX,Asia/Irkutsk
7850,ULA,America/Argentina/Rio_Gallegos
7851,ULB,Pacific/Efate
7852,ULD,Africa/Johannesburg
7853,ULE,Pacific/Port_Moresby
7854,ULG,Asia/Hovd
7855,ULH,Asia/Riyadh
7856,ULI,Pacific/Chuuk
7857,ULK,Asia/Yakutsk
7858,ULL,Europe/London
7859,ULM,America/Chicago
7860,ULN,Asia/Ulaanbaatar
7861,ULO,Asia/Hovd
7862,ULP,Australia/Brisbane
7863,ULQ,America/Bogota
7864,ULS,America/Bogota
7865,ULU,Africa/Kampala
7866,ULV,Europe/Ulyanovsk
7867,ULX,Africa/Johannesburg
7868,ULY,Europe/Ulyanovsk
7869,ULZ,Asia/Hovd
7870,UMA,America/Havana
7871,UMC,Pacific/Port_Moresby
7872,UME,Europe/Stockholm
7873,UMI,America/Lima
7874,UMM,America/Anchorage
7875,UMR,Australia/Adelaide
7876,UMS,Asia/Vladivostok
7877,UMT,America/Anchorage
7878,UMU,America/Sao_Paulo
7879,UMY,Europe/Kiev
7880,UMZ,America/Chicago
7881,UNA,America/Bahia
7882,UNC,America/Bogota
7883,UND,Asia/Kabul
7884,UNE,Africa/Maseru
7885,UNG,Pacific/Port_Moresby
7886,UNI,America/St_Vincent
7887,UNK,America/Anchorage
7888,UNN,Asia/Bangkok
7889,UNR,Asia/Ulaanbaatar
7890,UNT,Europe/London
7891,UNU,America/Chicago
7892,UOA,Pacific/Tahiti
7893,UOL,Asia/Makassar
7894,UOS,America/Chicago
7895,UOX,America/Chicago
7896,UPB,America/Havana
7897,UPG,Asia/Makassar
7898,UPL,America/Costa_Rica
7899,UPN,America/Mexico_City
7900,UPP,Pacific/Honolulu
7901,UPR,Pacific/Port_Moresby
7902,UPV,Europe/London
7903,URA,Asia/Oral
7904,URB,America/Sao_Paulo
7905,URC,Asia/Urumqi
7906,URD,Europe/Berlin
7907,URE,Europe/Tallinn
7908,URG,America/Sao_Paulo
7909,URI,America/Bogota
7910,URJ,Asia/Yekaterinburg
7911,URM,America/Caracas
7912,URN,Asia/Kabul
7913,URO,Europe/Paris
7914,URR,America/Bogota
7915,URS,Europe/Moscow
7916,URT,Asia/Bangkok
7917,URU,Pacific/Port_Moresby
7918,URY,Asia/Riyadh
7919,URZ,Asia/Kabul
7920,USA,America/New_York
7921,USC,America/New_York
7922,USH,America/Argentina/Ushuaia
7923,USI,America/Guyana
7924,USJ,Asia/Almaty
7925,USK,Europe/Moscow
7926,USL,Australia/Perth
7927,USM,Asia/Bangkok
7928,USN,Asia/Seoul
7929,USO,Pacific/Port_Moresby
7930,USQ,Europe/Istanbul
7931,USR,Asia/Magadan
7932,USS,America/Havana
7933,UST,America/New_York
7934,USU,Asia/Manila
7935,UTA,Africa/Harare
7936,UTB,Australia/Brisbane
7937,UTC,Europe/Amsterdam
7938,UTD,Australia/Darwin
7939,UTG,Africa/Maseru
7940,UTH,Asia/Bangkok
7941,UTI,Europe/Helsinki
7942,UTK,Pacific/Kwajalein
7943,UTM,America/Chicago
7944,UTN,Africa/Johannesburg
7945,UTO,America/Anchorage
7946,UTP,Asia/Bangkok
7947,UTS,Europe/Moscow
7948,UTT,Africa/Johannesburg
7949,UTU,America/Panama
7950,UTW,Africa/Johannesburg
7951,UUA,Europe/Moscow
